idRestaurant,InspectionDate,ViolationCode,ViolationDescription,CriticalFlag,Score,Grade
40367339,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19.0,
40367339,2013-09-11,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,19.0,
40367339,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19.0,
40367339,2013-09-11,,,Not Applicable,,
40368370,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,17.0,
40368370,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,17.0,
40370766,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,
40370766,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18.0,
40370766,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,
40370856,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,
40370856,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18.0,
40370856,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,
40370856,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18.0,
40372971,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,A
40372971,2013-09-11,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,9.0,A
40372971,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
40374131,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
40374131,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A
40374131,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A
40378874,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,30.0,
40378874,2013-09-11,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,
40378874,2013-09-11,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,30.0,
40378874,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,30.0,
40378874,2013-09-11,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,
40378874,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,
40379628,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
40379628,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A
40379897,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12.0,A
40379897,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,A
40380559,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20.0,
40380559,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20.0,
40380559,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20.0,
40380559,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20.0,
40382421,2013-09-11,,,Not Applicable,,
40384757,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,30.0,
40384757,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,
40384757,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30.0,
40384757,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30.0,
40384757,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,
40388386,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9.0,
40388386,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,
40389710,2013-09-11,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,16.0,
40389710,2013-09-11,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,16.0,
40390814,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22.0,
40390814,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22.0,
40390814,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22.0,
40390814,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,22.0,
40392984,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A
40392984,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,10.0,A
40395511,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A
40395511,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A
40395748,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,44.0,
40395748,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,44.0,
40395748,2013-09-11,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,44.0,
40395748,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44.0,
40395748,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44.0,
40395748,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,44.0,
40395748,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,44.0,
40400172,2013-09-11,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,21.0,
40400172,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21.0,
40400172,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21.0,
40511659,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,21.0,
40511659,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,21.0,
40511659,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21.0,
40511659,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,
40511659,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21.0,
40547874,2013-09-11,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,6.0,A
40547874,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A
40601696,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,26.0,B
40601696,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,26.0,B
40601696,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26.0,B
40601696,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26.0,B
40607093,2013-09-11,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,19.0,
40607093,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,
40607093,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,19.0,
40607093,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19.0,
40609934,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30.0,
40609934,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,
40609934,2013-09-11,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,
40609934,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,
40609934,2013-09-11,04M,Live roaches present in facility's food and/or non-food areas.,Critical,30.0,
40609934,2013-09-11,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,30.0,
40609934,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30.0,
40609934,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30.0,
40719557,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,29.0,
40719557,2013-09-11,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,29.0,
40719557,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,29.0,
40719557,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29.0,
40719557,2013-09-11,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,
40719557,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,29.0,
40719557,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29.0,
40741728,2013-09-11,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,
40741728,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,
40741728,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,
40742056,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,38.0,
40742056,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38.0,
40742056,2013-09-11,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,38.0,
40742056,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,38.0,
40742056,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,38.0,
40796794,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A
40796794,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
40796794,2013-09-11,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,12.0,A
40800426,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4.0,A
40800426,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,A
40837666,2013-09-11,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,
40837666,2013-09-11,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13.0,A
40837666,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,A
40837666,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A
40837666,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
40854950,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,
40854950,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,
40854950,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,
40871769,2013-09-11,,,Not Applicable,0.0,A
40888097,2013-09-11,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,8.0,A
40888097,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,8.0,A
40888097,2013-09-11,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,8.0,A
40905382,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A
40947348,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21.0,B
40947348,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,21.0,B
40947348,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21.0,B
40947348,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,B
40993070,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A
40993070,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A
40993542,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16.0,
40993542,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,16.0,
40993542,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,16.0,
40993542,2013-09-11,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16.0,
41031273,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,33.0,
41031273,2013-09-11,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33.0,
41031273,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,33.0,
41031273,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33.0,
41031273,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33.0,
41031273,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33.0,
41037278,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,9.0,A
41037278,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A
41037299,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,5.0,
41053864,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
41053864,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A
41054675,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,29.0,
41054675,2013-09-11,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,29.0,
41054675,2013-09-11,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,29.0,
41054675,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29.0,
41054675,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29.0,
41089835,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24.0,
41089835,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24.0,
41089835,2013-09-11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24.0,
41089835,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24.0,
41123415,2013-09-11,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13.0,A
41123415,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A
41123415,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13.0,A
41123415,2013-09-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A
41123415,2013-09-11,09C,Food contact surface not properly maintained.,Not Critical,13.0,A
41123423,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9.0,A
41123423,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9.0,A
41123423,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A
41132647,2013-09-11,04M,Live roaches present in facility's food and/or non-food areas.,Critical,27.0,
41132647,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27.0,
41132647,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,27.0,
41132647,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,27.0,
41132647,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27.0,
41132647,2013-09-11,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,27.0,
41171216,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A
41171216,2013-09-11,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12.0,A
41180600,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30.0,
41180600,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,30.0,
41180600,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,
41180600,2013-09-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,30.0,
41180600,2013-09-11,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30.0,
41195747,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18.0,
41195747,2013-09-11,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,18.0,
41195747,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18.0,
41204031,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A
41204031,2013-09-11,10J,'Wash hands sign not posted at hand wash facility.,Not Critical,11.0,A
41204031,2013-09-11,09C,Food contact surface not properly maintained.,Not Critical,11.0,A
41204031,2013-09-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A
41222450,2013-09-11,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,12.0,A
41222450,2013-09-11,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A
41222450,2013-09-11,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,
41222450,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A
41227842,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,
41227842,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,20.0,
41227842,2013-09-11,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,20.0,
41235038,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20.0,
41235038,2013-09-11,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,20.0,
41235038,2013-09-11,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20.0,
41291758,2013-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,
41291758,2013-09-11,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,
41291758,2013-09-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,
41297608,2013-09-11,02B,Hot food item not held at or above 140º F.,Critical,8.0,A
41297782,2013-09-11,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A
41297782,2013-09-11,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,11.0,A
